3.022,12.28
5.5333,13.568
6.7749,12.446
7.8899,13.57
3.0636,14.962
5.2072,11.568
3.8009,15.088
2.6235,14.626
2.7325,12.788
4.5786,13.099
7.1903,13.44
7.7022,13.099
7.8077,14.684
5.6959,14.19
5.6636,12.163
1.1349,13.779
2.3053,11.177
6.9579,14.132
6.4789,12.537
0.67536,11.124
3.5258,10.084
0.63363,12.159
3.8076,12.902
6.4012,14.138
6.5105,13.477
0.89322,14.33
6.0382,13.355
1.7704,13.262
5.1804,14.624
6.1632,14.476
7.5057,14.533
6.3663,14.752
2.7812,15.04
4.9466,11.976
4.7244,13.305
5.4583,12.333
5.7176,12.476
7.7138,14.799
5.9446,14.482
1.5205,11.342
4.001,12.959
5.5896,11.76
3.2516,11.529
3.7462,10.624
6.8719,14.503
5.226,12.598
4.6805,10.864
2.6108,13.555
1.5191,8.9964
5.4666,13.19
5.4199,12.846
5.4798,12.866
6.0328,13.119
8.0778,14.8
1.4185,14.846
1.1019,12.687
3.9878,13.496
6.3513,12.714
6.4149,11.329
7.9206,14.885
1.6666,10.766
1.3287,11.869
4.6026,10.879
4.2614,13.389
5.6607,11.932
4.5254,13.695
1.75,11.559
2.5911,15.335
6.287,14.491
3.943,11.608
3.3192,11.094
3.5853,11.511
5.9054,13.475
0.77183,13.168
3.8073,14.028
2.1029,10.069
3.8494,10.398
3.5589,10.985
3.6009,10.764
6.2881,13.863
2.2451,10.337
7.7448,14.334
5.6595,13.439
6.8763,12.262
1.8794,9.7008
8.049,13.676
7.2571,13.165
1.7856,14.242
3.6772,11.152
6.8169,12.146
3.0139,12.257
1.2996,14.825
1.6472,10.882
4.3388,14.554
4.3375,14.792
1.0373,9.42
4.8292,10.607
5.85,12.777
6.7405,11.72
8.0418,15.623
