-7.6098,-1.0597
-5.8125,-2.7827
-4.1404,-0.32629
-4.1176,-1.9706
-6.0585,-2.4242
-7.4325,-1.5674
-4.3371,-1.7179
-4.162,-1.3646
-7.8572,-3.3359
-4.264,-1.4471
-4.969,-1.8463
-6.4311,-2.1077
-7.3153,-2.5825
-7.8727,-1.0901
-7.8153,-0.37956
-4.7062,-1.635
-6.7316,-3.1983
-7.8622,-1.7248
-6.4738,-2.4779
-4.8192,-0.45029
-6.0409,-1.3459
-5.4147,-1.9205
-4.9813,-0.68748
-5.2812,-1.7298
-7.3496,-0.43729
-6.0065,-2.8824
-6.6385,-1.9426
-7.1048,-2.6688
-6.9796,-1.7657
-5.2037,-2.318
-4.1628,-1.139
-7.4455,-0.55578
-6.97,-2.9299
-6.9829,-2.843
-7.0259,-3.2645
-6.6001,-0.64877
-6.9957,-2.1548
-6.1068,-1.0738
-4.6767,-1.3685
-5.8011,-2.6604
-6.8566,-2.5959
-4.9851,-0.94828
-5.7287,-0.21727
-7.7842,-2.0659
-4.8833,-2.2805
-7.4804,-2.1275
-6.1224,-0.036435
-6.6515,-0.53938
-4.8229,-0.75047
-5.8859,-0.48749
-5.5921,-0.73528
-5.3837,-1.8553
-5.0074,-1.128
-7.6647,-0.87752
-4.3467,-0.33117
-4.6967,-1.2642
-4.0155,-0.15696
-6.2293,-0.33219
-4.1524,-0.0096216
-4.9004,-2.0025
-4.5252,-0.19105
-6.4009,-0.8317
-4.7997,-1.0353
-4.3574,-0.39619
-6.9448,-0.50537
-7.4557,-3.2406
-5.6812,-1.5619
-7.4202,-3.1648
-5.5118,-0.96719
-5.947,-1.1948
-7.6961,-0.92321
-7.5067,-0.69027
-7.0402,-1.4688
-7.8014,-3.5212
-4.2209,-1.0359
-6.043,-1.0204
-4.3998,-0.8123
-7.5552,-2.9475
-6.441,-0.77837
-6.3844,-0.3079
-7.4721,-3.5196
-4.1755,-1.2009
-7.7609,-0.91105
-6.5874,-2.7048
-7.9384,-0.17077
-7.324,-2.3771
-5.0731,-1.643
-6.1963,-1.6947
-6.8147,-2.5374
-7.2442,-2.4876
-7.266,-1.3387
-5.4975,-2.1447
-7.6755,-3.5667
-4.8971,-1.1919
-6.2566,-1.3977
-6.7746,-1.7225
-5.9569,-2.4353
-4.8207,-1.553
-6.4856,-2.6318
-5.8687,-1.0292
