-0.79575,-0.34852
-1.0874,-0.33843
-1.0597,-0.11007
-1.2741,-0.29999
-1.3271,-0.56026
-1.3539,-0.15294
-1.372,-0.15617
-1.1732,-0.1825
-0.80747,-0.17369
-1.3614,-0.61595
-0.76519,-0.16791
-1.4167,-0.1828
-1.1935,-0.35499
-1.3033,-0.39286
-0.96659,-0.10717
-1.4119,-0.20944
-1.2609,-0.26742
-1.1191,-0.047851
-1.3031,-0.52192
-1.4781,-0.68646
-0.95225,-0.23264
-1.0661,-0.12648
-1.1559,-0.5566
-1.0899,-0.28399
-1.3263,-0.32421
-1.032,-0.35042
-1.2034,-0.22108
-0.75901,-0.014322
-0.83612,-0.38181
-0.90286,-0.044562
-1.3036,-0.21859
-0.9902,-0.067608
-0.95908,-0.051197
-1.0097,-0.24948
-0.91571,-0.32738
-0.82221,-0.36626
-1.2494,-0.4365
-1.3516,-0.02064
-0.94194,-0.2355
-1.1401,-0.51572
-1.0426,-0.32199
-0.85542,-0.34452
-1.0675,-0.097631
-1.3201,-0.58512
-1.4785,-0.36216
-1.3741,-0.67238
-0.96548,-0.2416
-1.1467,-0.034182
-0.98852,-0.020972
-1.4464,-0.37726
-1.4275,-0.58393
-0.88684,-0.32034
-1.3876,-0.45763
-1.1111,-0.54051
-1.0133,-0.40547
-1.1597,-0.25071
-0.88101,-0.036769
-1.4001,-0.12138
-1.2068,-0.50165
-0.89748,-0.027136
-1.2006,-0.31627
-1.1874,-0.38998
-1.029,-0.15023
-1.1763,-0.0091085
-0.76195,-0.063687
-1.4203,-0.26447
-1.3514,-0.33088
-1.2454,-0.59257
-0.80975,-0.021328
-0.94661,-0.12738
-1.1829,-0.32403
-0.79295,-0.16562
-0.76271,-0.11496
-0.97418,-0.32457
-1.0957,-0.38244
-1.0001,-0.089075
-1.404,-0.70135
-1.3717,-0.022359
-1.0791,-0.47581
-0.99812,-0.095037
-1.2233,-0.28181
-0.76377,-0.059729
-0.85836,-0.27672
-1.2178,-0.11625
-1.1788,-0.28411
-1.4095,-0.41547
-1.3304,-0.25584
-1.0628,-0.1338
-1.2822,-0.39561
-1.301,-0.53627
-0.763,-0.27859
-1.2421,-0.36273
-1.4192,-0.6431
-0.84026,-0.34357
-1.3045,-0.38766
-1.4831,-0.31535
-1.2655,-0.10218
-1.3659,-0.28882
-1.4293,-0.42774
-1.1468,-0.39906
