0.24385,4.3377
1.3672,3.2608
2.4122,4.7961
2.4265,3.7684
1.2134,3.4848
0.35472,4.0204
2.2893,3.9263
2.3987,4.1471
0.089279,2.9151
2.335,4.0956
1.8944,3.846
0.98057,3.6827
0.42797,3.386
0.079582,4.3187
0.11543,4.7628
2.0586,3.9781
0.79275,3.0011
0.086115,3.922
0.9539,3.4513
1.988,4.7186
1.2244,4.1588
1.6158,3.7997
1.8867,4.5703
1.6993,3.9188
0.40653,4.7267
1.2459,3.1985
0.85096,3.7859
0.55953,3.332
0.63774,3.8964
1.7477,3.5513
2.3982,4.2881
0.34656,4.6526
0.64377,3.1688
0.63571,3.2231
0.60881,2.9597
0.87496,4.5945
0.62771,3.6532
1.1832,4.3289
2.0771,4.1447
1.3743,3.3373
0.7146,3.3775
1.8843,4.4073
1.4196,4.8642
0.13488,3.7088
1.9479,3.5747
0.32477,3.6703
1.1735,4.9772
0.84281,4.6629
1.9857,4.531
1.3213,4.6953
1.505,4.5405
1.6352,3.8405
1.8704,4.295
0.20955,4.4515
2.2833,4.793
2.0645,4.2099
2.4903,4.9019
1.1067,4.7924
2.4047,4.994
1.9373,3.7484
2.1717,4.8806
0.99946,4.4802
2.0002,4.3529
2.2766,4.7524
0.65951,4.6841
0.34017,2.9746
1.4493,4.0238
0.36239,3.022
1.5551,4.3955
1.2831,4.2533
0.18992,4.423
0.3083,4.5686
0.59988,4.082
0.12414,2.7992
2.362,4.3525
1.2231,4.3622
2.2501,4.4923
0.27801,3.1578
0.97435,4.5135
1.0098,4.8076
0.32993,2.8003
2.3903,4.2494
0.14945,4.4306
0.8829,3.3095
0.038509,4.8933
0.42248,3.5143
1.8293,3.9731
1.1273,3.9408
0.7408,3.4141
0.47239,3.4453
0.45878,4.1633
1.564,3.6596
0.20281,2.7708
1.9393,4.255
1.0896,4.1265
0.76587,3.9235
1.2769,3.478
1.9871,4.0294
0.94652,3.3551
1.3321,4.3568
